Year,Month,Day,Hour,Minute,Second,batt_mV,Channel,Gape,Line_ID,Sensor_ID,Rep,Mussel_ID,Time_Machine,Beaker_ID,Group,File_name,P_Status,Status,Length(mm),Intensity,Note
2025,7,17,13,57,20,5512,Ch8,1531,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,13,57,30,5507,Ch1,2634,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,13,57,30,5507,Ch3,3051,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,13,57,30,5507,Ch4,2706,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,13,57,30,5507,Ch8,1531,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,13,57,40,5512,Ch1,2633,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,13,57,40,5512,Ch3,3049,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,13,57,40,5512,Ch4,2675,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,13,57,40,5512,Ch8,1530,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,13,57,50,5512,Ch1,2633,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,13,57,50,5512,Ch3,3048,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,13,57,50,5512,Ch4,2706,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,13,57,50,5512,Ch8,1529,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,13,58,0,5512,Ch1,2631,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,13,58,0,5512,Ch3,3038,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,13,58,0,5512,Ch4,2705,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,13,58,0,5512,Ch8,1524,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,13,58,10,5512,Ch1,2632,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,13,58,10,5512,Ch3,3020,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,13,58,10,5512,Ch4,2705,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,13,58,10,5512,Ch8,1540,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,13,58,20,5512,Ch1,2632,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,13,58,20,5512,Ch3,3013,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,13,58,20,5512,Ch4,2705,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,13,58,20,5512,Ch8,1539,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,13,58,30,5512,Ch1,2631,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,13,58,30,5512,Ch3,3011,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,13,58,30,5512,Ch4,2703,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,13,58,30,5512,Ch8,1538,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,13,58,40,5512,Ch1,2611,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,13,58,40,5512,Ch3,3009,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,13,58,40,5512,Ch4,2692,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,13,58,40,5512,Ch8,1497,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,13,58,50,5512,Ch1,2599,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,13,58,50,5512,Ch3,3035,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,13,58,50,5512,Ch4,2667,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,13,58,50,5512,Ch8,1496,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,13,59,0,5512,Ch1,2596,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,13,59,0,5512,Ch3,3047,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,13,59,0,5512,Ch4,2649,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,13,59,0,5512,Ch8,1498,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,13,59,10,5512,Ch1,2587,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,13,59,10,5512,Ch3,3053,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,13,59,10,5512,Ch4,2639,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,13,59,10,5512,Ch8,1520,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,13,59,20,5512,Ch1,2590,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,13,59,20,5512,Ch3,3052,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,13,59,20,5512,Ch4,2633,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,13,59,20,5512,Ch8,1520,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,13,59,30,5512,Ch1,2587,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,13,59,30,5512,Ch3,3053,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,13,59,30,5512,Ch4,2629,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,13,59,30,5512,Ch8,1521,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,13,59,40,5512,Ch1,2563,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,13,59,40,5512,Ch3,3053,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,13,59,40,5512,Ch4,2643,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,13,59,40,5512,Ch8,1526,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,13,59,50,5512,Ch1,2552,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,13,59,50,5512,Ch3,3052,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,13,59,50,5512,Ch4,2631,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,13,59,50,5512,Ch8,1537,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,0,0,5512,Ch1,2550,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,0,0,5512,Ch3,3052,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,0,0,5512,Ch4,2623,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,0,0,5512,Ch8,1537,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,0,10,5512,Ch1,2547,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,0,10,5512,Ch3,3050,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,0,10,5512,Ch4,2263,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,0,10,5512,Ch8,1536,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,0,20,5512,Ch1,2546,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,0,20,5512,Ch3,3050,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,0,20,5512,Ch4,2503,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,0,20,5512,Ch8,1529,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,0,30,5507,Ch1,2545,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,0,30,5507,Ch3,3048,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,0,30,5507,Ch4,2296,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,0,30,5507,Ch8,1494,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,0,40,5512,Ch1,2542,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,0,40,5512,Ch3,3044,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,0,40,5512,Ch4,2255,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,0,40,5512,Ch8,1516,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,0,50,5512,Ch1,2540,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,0,50,5512,Ch3,3038,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,0,50,5512,Ch4,2098,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,0,50,5512,Ch8,1517,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,1,0,5512,Ch1,2539,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,1,0,5512,Ch3,3054,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,1,0,5512,Ch4,1967,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,1,0,5512,Ch8,1516,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,1,10,5512,Ch1,2536,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,1,10,5512,Ch3,3058,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,1,10,5512,Ch4,1991,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,1,10,5512,Ch8,1516,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,1,20,5512,Ch1,2534,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,1,20,5512,Ch3,3058,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,1,20,5512,Ch4,1904,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,1,20,5512,Ch8,1515,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,1,30,5507,Ch1,2621,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,1,30,5507,Ch3,3059,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,1,30,5507,Ch4,1827,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,1,30,5507,Ch8,1542,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,1,40,5512,Ch1,2639,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,1,40,5512,Ch3,3058,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,1,40,5512,Ch4,1722,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,1,40,5512,Ch8,1548,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,1,50,5512,Ch1,2640,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,1,50,5512,Ch3,3057,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,1,50,5512,Ch4,1663,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,1,50,5512,Ch8,1546,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,2,0,5521,Ch1,2635,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,2,0,5521,Ch3,3023,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,2,0,5521,Ch4,1645,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,2,0,5521,Ch8,1548,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,2,10,5512,Ch1,2634,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,2,10,5512,Ch3,2993,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,2,10,5512,Ch4,1624,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,2,10,5512,Ch8,1548,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,2,20,5512,Ch1,2634,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,2,20,5512,Ch3,2989,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,2,20,5512,Ch4,1538,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,2,20,5512,Ch8,1546,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,2,30,5512,Ch1,2633,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,2,30,5512,Ch3,2984,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,2,30,5512,Ch4,1423,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,2,30,5512,Ch8,1544,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,2,40,5512,Ch1,2632,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,2,40,5512,Ch3,2981,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,2,40,5512,Ch4,1381,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,2,40,5512,Ch8,1542,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,2,50,5512,Ch1,2632,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,2,50,5512,Ch3,2977,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,2,50,5512,Ch4,1376,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,2,50,5512,Ch8,1536,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,3,0,5512,Ch1,2631,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,3,0,5512,Ch3,2974,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,3,0,5512,Ch4,1375,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,3,0,5512,Ch8,1532,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,3,10,5512,Ch1,2631,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,3,10,5512,Ch3,2970,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,3,10,5512,Ch4,1372,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,3,10,5512,Ch8,1508,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,3,20,5512,Ch1,2631,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,3,20,5512,Ch3,2967,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,3,20,5512,Ch4,1338,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,3,20,5512,Ch8,1470,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,3,30,5512,Ch1,2630,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,3,30,5512,Ch3,2965,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,3,30,5512,Ch4,1341,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,3,30,5512,Ch8,1488,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,3,40,5512,Ch1,2627,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,3,40,5512,Ch3,2960,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,3,40,5512,Ch4,1365,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,3,40,5512,Ch8,1487,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,3,50,5512,Ch1,2630,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,3,50,5512,Ch3,2956,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,3,50,5512,Ch4,1366,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,3,50,5512,Ch8,1511,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,4,0,5517,Ch1,2629,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,4,0,5517,Ch3,2938,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,4,0,5517,Ch4,1363,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,4,0,5517,Ch8,1558,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,4,10,5512,Ch1,2629,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,4,10,5512,Ch3,2947,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,4,10,5512,Ch4,1362,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,4,10,5512,Ch8,1557,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,4,20,5512,Ch1,2628,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,4,20,5512,Ch3,2960,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,4,20,5512,Ch4,1361,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,4,20,5512,Ch8,1530,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,4,30,5512,Ch1,2628,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,4,30,5512,Ch3,2964,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,4,30,5512,Ch4,1355,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,4,30,5512,Ch8,1477,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,4,40,5512,Ch1,2629,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,4,40,5512,Ch3,2966,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,4,40,5512,Ch4,1336,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,4,40,5512,Ch8,1493,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,4,50,5512,Ch1,2628,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,4,50,5512,Ch3,2966,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,4,50,5512,Ch4,1328,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,4,50,5512,Ch8,1495,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,5,0,5512,Ch1,2627,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,5,0,5512,Ch3,2966,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,5,0,5512,Ch4,1339,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,5,0,5512,Ch8,1495,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,5,10,5512,Ch1,2627,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,5,10,5512,Ch3,2965,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,5,10,5512,Ch4,1353,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,5,10,5512,Ch8,1493,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
2025,7,17,14,5,20,5512,Ch1,2628,1,A,19,Y16,13:55-14:25,5,HT,00000025.DAT,infected,infected,"34,7",2,NA
2025,7,17,14,5,20,5512,Ch3,3001,3,A,19,B34,13:55-14:25,6,HT,00000025.DAT,uninfected,uninfected,"33,5",0,NA
2025,7,17,14,5,20,5512,Ch4,1355,4,A,19,Y41,13:55-14:25,7,Control,00000025.DAT,infected,infected,30,6,NA
2025,7,17,14,5,20,5512,Ch8,1481,8,A,19,B79,13:55-14:25,8,Control,00000025.DAT,uninfected,uninfected,"30,2",0,NA
